what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836639933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836642467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836652124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836652145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836655567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836666342
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836667424
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1785836667797
error,log,,,"Unable to validate connection settings.",1785836675081
error,log,,,"Unable to validate connection settings.",1785836675088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836675108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836680351
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1785836680769
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785836686431
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1785836694261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836694319
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785836696617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836696641
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1785836696649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1785836696649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836700631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836742891
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1785836747955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836749575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836762771
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785836764455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836766614
error,log,,,"Internal Error",1785836768943
error,log,,,"Problems encountered while deleting resources.",1785836768943
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785836775553
