what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785840289173
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1785840289173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840293824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840302187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840309812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840311094
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1785840311910
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1785840314043
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1785840314469
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1785840320795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840322352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840326119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840334964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840340624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785840341497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785840343973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840348305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840350338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785840350728
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840354402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840361426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785840361769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785840363135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1785840368573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785840370304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840373722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840377464
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785840378162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840380755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840383212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785840384326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840387602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840390442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785840391299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785840393026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840415360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840447463
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785840457091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840462840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840464145
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1785840464541
error,log,,,"Unable to validate connection settings.",1785840471921
error,log,,,"Unable to validate connection settings.",1785840471922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840471962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840484418
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1785840485617
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1785840485636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840496737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840510740
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785840510754
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785840510942
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785840511005
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785840515107
error,log,,,"Core exception while retrieving the content description",1785840515204
error,log,,,"Core exception while retrieving the content description",1785840515204
error,log,,,"Core exception while retrieving the content description",1785840515205
error,log,,,"Core exception while retrieving the content description",1785840515205
error,log,,,"Core exception while retrieving the content description",1785840515206
error,log,,,"Core exception while retrieving the content description",1785840515206
error,log,,,"Core exception while retrieving the content description",1785840515207
error,log,,,"Core exception while retrieving the content description",1785840515208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1785840520249
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785840527515
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785840534742
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1785840538977
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1785840539000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1785840539961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1785840541691
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785840542804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840544905
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1785840548121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840548149
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1785840548167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1785840548167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840551526
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1785840552944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840552966
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1785840552971
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1785840552971
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785840553025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840557534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1785840577196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840603093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785840617314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841073756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841080386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841090198
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785841098009
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785841098022
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785841105613
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785841105789
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785841105804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841108027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1785841108057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841118512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841130060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841130174
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785841132165
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785841132165
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785841134327
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785841136715
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785841136752
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785841136752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841141720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841143067
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841147045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841149307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841150011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841153766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841187358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841195642
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785841198815
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785841198828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841200044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1785841200076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841206415
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785841210059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841213703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841214608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841222705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841224068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841230682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841232947
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1785841232958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841233904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841247016
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785841247038
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785841263255
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1785841263255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841269701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841271103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841277718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841283167
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1785841283182
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1785841285383
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1785841285838
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1785841292194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841296690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841304655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785841304989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785841305797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841308069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841309932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785841310269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1785841331714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841352838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841411467
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1785841429967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841431679
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841445992
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785841448287
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1785841448461
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1785841448480
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785841449982
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1785841450097
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1785841451047
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785841454312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841458067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841464781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1785841464790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841465469
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841624090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841626026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841646641
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1785841649916
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785841651377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841655856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841658215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841668840
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841670272
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1785841670624
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1785841672791
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1785841673341
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1785841679571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841684156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841689647
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785841691295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841695998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841699134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1785841700178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1785841719564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841724893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841750709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841751650
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841766425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1785841770750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841771990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841780197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841781524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841785536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841787520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841823918
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785841826213
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1785841829134
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1785841829186
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1785841829186
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1785841831031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841835214
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841850648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841850768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841852151
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1785841852242
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1785841852580
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1785841852580
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1785841852580
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1785841852580
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1785841852580
